GeneID,GeneSymbol,AML,MDS,MPN,CLL,MM,BCP-ALL,CMML,Mastocytosis,CML,T-NHL,T-ALL,MDS/MPN-U,MZL,MCL,HCL,aCML,HGBL,LPL,MDS/MPN-RS-T,CLPD-NK,FL,B-NHL,HCL-V,MGUS,Total
ENSG00000168702,LRP1B,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,13,0,24
ENSG00000173705,SUSD5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,3,0,24
ENSG00000180777,ANKRD30B,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24
ENSG00000197584,KCNMB2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
ENSG00000129009,ISLR,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
ENSG00000130037,KCNA5,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23
ENSG00000139292,LGR5,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23
ENSG00000149403,GRIK4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
ENSG00000157315,TMED6,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
ENSG00000005073,HOXA11,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,22
ENSG00000055813,CCDC85A,0,0,0,0,10,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,5,1,2,0,22
ENSG00000114200,BCHE,0,0,0,0,14,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,22
ENSG00000166923,GREM1,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
ENSG00000170011,MYRIP,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
ENSG00000174469,CNTNAP2,0,0,0,18,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22
ENSG00000183303,OR5P2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
ENSG00000185615,PDIA2,2,1,0,0,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,22
ENSG00000213949,ITGA1,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,22
ENSG00000140470,ADAMTS17,0,0,0,0,0,1,0,0,0,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0,21
ENSG00000091879,ANGPT2,0,0,0,4,0,8,0,0,0,0,2,0,1,1,2,0,1,0,0,0,0,0,1,0,20
ENSG00000145555,MYO10,0,0,2,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20
ENSG00000165509,MAGEC3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ENSG00000168334,XIRP1,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
ENSG00000182107,TMEM30B,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ENSG00000101198,NKAIN4,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,19
ENSG00000107807,TLX1,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,19
ENSG00000130529,TRPM4,15,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
ENSG00000136531,SCN2A,1,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,19
ENSG00000197172,MAGEA6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19
ENSG00000256061,DNAAF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19
ENSG00000074181,NOTCH3,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ENSG00000106809,OGN,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ENSG00000128918,ALDH1A2,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ENSG00000134716,CYP2J2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ENSG00000137673,MMP7,3,1,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,1,1,0,0,0,18
ENSG00000138650,PCDH10,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ENSG00000160505,NLRP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,1,4,0,18
ENSG00000171246,NPTX1,4,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,18
ENSG00000174473,GALNTL6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,2,0,18
ENSG00000181433,SAGE1,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ENSG00000183117,CSMD1,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ENSG00000187068,C3orf70,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ENSG00000021645,NRXN3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
ENSG00000036672,USP2,1,0,0,0,11,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,17
ENSG00000102287,GABRE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
ENSG00000137558,PI15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
ENSG00000144290,SLC4A10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,1,0,0,0,17
ENSG00000153789,FAM92B,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
ENSG00000168824,NSG1,0,0,0,0,0,4,0,0,0,1,8,0,0,1,0,0,3,0,0,0,0,0,0,0,17
ENSG00000173546,CSPG4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17
ENSG00000184731,FAM110C,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,17
ENSG00000188729,OSTN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,4,0,17
ENSG00000221867,MAGEA3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17
ENSG00000254535,PABPC4L,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,17
ENSG00000068985,PAGE1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ENSG00000095777,MYO3A,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,16
ENSG00000134138,MEIS2,0,0,0,0,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,16
ENSG00000142549,IGLON5,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ENSG00000144331,ZNF385B,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,2,0,0,16
ENSG00000153531,ADPRHL1,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ENSG00000155495,MAGEC1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ENSG00000158639,PAGE5,2,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ENSG00000172179,PRL,6,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,16
ENSG00000177283,FZD8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ENSG00000179083,FAM133A,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ENSG00000185442,FAM174B,0,0,0,0,11,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16
ENSG00000185532,PRKG1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ENSG00000185640,KRT79,4,6,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,16
ENSG00000187323,DCC,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16
ENSG00000067798,NAV3,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
ENSG00000108001,EBF3,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
ENSG00000131969,ABHD12B,1,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,15
ENSG00000132854,KANK4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15
ENSG00000133958,UNC79,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
ENSG00000143494,VASH2,0,0,0,0,4,7,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,15
ENSG00000144366,GULP1,0,1,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15
ENSG00000163873,GRIK3,0,0,0,7,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,1,0,0,15
ENSG00000169129,AFAP1L2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15
ENSG00000171631,P2RY6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
ENSG00000173253,DMRT2,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
ENSG00000187122,SLIT1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,15
ENSG00000196159,FAT4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15
ENSG00000206077,ZDHHC11B,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
ENSG00000214290,COLCA2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
ENSG00000222036,POTEM,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,3,0,0,15
ENSG00000240563,L1TD1,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,15
ENSG00000006453,BAIAP2L1,1,0,0,0,1,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,2,1,2,0,14
ENSG00000100346,CACNA1I,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ENSG00000114757,PEX5L,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,14
ENSG00000128591,FLNC,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ENSG00000130433,CACNG6,0,0,1,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14
ENSG00000136002,ARHGEF4,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
ENSG00000137962,ARHGAP29,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ENSG00000139263,LRIG3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14
ENSG00000147573,TRIM55,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
ENSG00000154330,PGM5,0,0,1,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14
ENSG00000164161,HHIP,1,0,0,0,1,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ENSG00000169248,CXCL11,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
ENSG00000171509,RXFP1,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ENSG00000172818,OVOL1,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
ENSG00000187773,DIPK1C,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ENSG00000197361,FBXL22,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ENSG00000197919,IFNA1,3,6,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ENSG00000205057,CLLU1OS,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,14
ENSG00000229292,RFPL4AL1,6,1,2,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14
ENSG00000101443,WFDC2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13
ENSG00000102678,FGF9,0,0,0,0,0,3,0,0,0,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,13
ENSG00000108342,CSF3,5,2,0,0,2,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,13
ENSG00000125378,BMP4,0,0,0,0,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ENSG00000132698,RAB25,0,0,0,0,2,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,13
ENSG00000143365,RORC,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ENSG00000152463,OLAH,3,1,1,0,1,2,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,13
ENSG00000159217,IGF2BP1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,13
ENSG00000162595,DIRAS3,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13
ENSG00000162989,KCNJ3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
ENSG00000163083,INHBB,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ENSG00000188269,OR7A5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ENSG00000198062,POTEH,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,2,1,0,13
