GeneID,GeneSymbol,AML,MDS,MPN,CLL,MM,BCP-ALL,CMML,Mastocytosis,CML,T-NHL,T-ALL,MDS/MPN-U,MZL,MCL,HCL,aCML,HGBL,LPL,MDS/MPN-RS-T,CLPD-NK,FL,B-NHL,HCL-V,MGUS,All_samples
ENSG00000092330,TINF2,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0,0,0,0,0,0.00476190476190476
ENSG00000158062,UBXN11,0.00998003992015968,0.00228310502283105,0.00436681222707424,0.00526315789473684,0,0.00763358778625954,0.0114942528735632,0,0,0,0.0181818181818182,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0.00471142520612485
ENSG00000185515,BRCC3,0.00735294117647059,0.00823045267489712,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00469116497263487
ENSG00000083520,DIS3,0.0040650406504065,0.00760456273764259,0.0101010101010101,0,0.0190476190476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00466562986003111
ENSG00000101608,MYL12A,0,0.0078740157480315,0,0,0.0204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0.00466562986003111
ENSG00000159496,RGL4,0.0143884892086331,0.0091743119266055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046583850931677
ENSG00000175538,KCNE3,0,0,0.0256410256410256,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046029919447641
ENSG00000112763,BTN2A1,0,0,0,0.0416666666666667,0.024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454545454545455
ENSG00000166946,CCNDBP1,0,0.00980392156862745,0,0,0,0.027027027027027,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0.00453172205438067
ENSG00000066697,MSANTD3,0,0,0,0,0.0530973451327434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446760982874162
ENSG00000108848,LUC7L3,0.0106837606837607,0,0,0.00606060606060606,0,0.00666666666666667,0.0101010101010101,0,0.024390243902439,0,0,0,0,0,0,0.0285714285714286,0,0,0,0,0,0,0,0,0.00446609825416159
ENSG00000281938,AC034228.3,0.0119047619047619,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446428571428571
ENSG00000188917,TRMT2B,0.00329489291598023,0.00220264317180617,0.00389105058365759,0.00512820512820513,0.00529100529100529,0.00854700854700855,0.00961538461538462,0,0.0298507462686567,0,0,0,0.0192307692307692,0,0,0,0,0,0,0,0,0.025,0,0,0.00438756855575868
ENSG00000154451,GBP5,0.0169491525423729,0.00869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043859649122807
ENSG00000062582,MRPS24,0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00434782608695652
ENSG00000143554,SLC27A3,0.00719424460431655,0.00854700854700855,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0.00432276657060519
ENSG00000079257,LXN,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00431034482758621
ENSG00000104671,DCTN6,0.0133928571428571,0,0,0,0,0,0.0204081632653061,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429922613929493
ENSG00000160948,VPS28,0,0.0113636363636364,0.0131578947368421,0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429184549356223
ENSG00000159377,PSMB4,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0.00428265524625268
ENSG00000139631,CSAD,0,0.00311526479750779,0.00714285714285714,0.0166666666666667,0.0176991150442478,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0.0042501517911354
ENSG00000204472,AIF1,0.00694444444444444,0.0152671755725191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00424929178470255
ENSG00000198851,CD3E,0,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647058823529,0,0,0,0,0.00423131170662906
ENSG00000239839,DEFA3,0.00900900900900901,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0.0714285714285714,0.0476190476190476,0,0,0,0.00419111483654652
ENSG00000162231,NXF1,0,0.00602409638554217,0,0.0188679245283019,0,0,0,0,0,0,0,0.0454545454545455,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0.00418848167539267
ENSG00000007202,KIAA0100,0.00363636363636364,0.00386100386100386,0,0,0.0185185185185185,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0.00418410041841004
ENSG00000112576,CCND3,0.00746268656716418,0.00925925925925926,0,0.0232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00417246175243394
ENSG00000156587,UBE2L6,0.00495049504950495,0,0,0.0126582278481013,0,0.0256410256410256,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004149377593361
ENSG00000172175,MALT1,0,0,0,0.00320512820512821,0.0424528301886792,0,0.00714285714285714,0,0,0.04,0,0,0,0,0.0181818181818182,0,0,0,0,0,0,0,0,0,0.00414185865907326
ENSG00000124155,PIGT,0,0.00699300699300699,0.0151515151515152,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0.00413793103448276
ENSG00000110719,TCIRG1,0,0,0.0078740157480315,0.0126582278481013,0.0128205128205128,0,0,0,0,0,0,0.0344827586206897,0,0,0,0,0,0,0,0.0166666666666667,0,0,0,0,0.00409836065573771
ENSG00000205560,CPT1B,0.00769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526315789473684,0,0,0,0,0.0714285714285714,0,0,0,0,0.0040595399188092
ENSG00000125445,MRPS7,0,0.00704225352112676,0,0,0,0.0188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0,0,0,0.00405405405405405
ENSG00000185158,LRRC37B,0.00303951367781155,0.0119047619047619,0,0,0,0,0.0153846153846154,0,0,0,0.0175438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395703787450537
